Pos,ID,Name,BV,SV,Team,26_xMins,26_Pts,27_xMins,27_Pts,28_xMins,28_Pts,29_xMins,29_Pts,30_xMins,30_Pts,31_xMins,31_Pts,32_xMins,32_Pts,33_xMins,33_Pts,34_xMins,34_Pts,35_xMins,35_Pts,Elite%
D,317,Andersen,4.6,4.5,Fulham,93,2.88,91,4.09,90,3.95,90,4.28,86,3.50,89,4.68,85,2.80,87,4.46,88,2.12,82,2.32,0.70
D,318,Bassey,4.4,4.4,Fulham,32,0.86,39,1.56,43,1.66,39,1.65,45,1.61,47,2.27,46,1.30,43,1.94,40,0.88,44,1.04,0.00
D,319,Castagne,4.3,4.3,Fulham,59,1.60,34,1.41,21,0.88,19,0.84,19,0.70,30,1.56,20,0.63,24,1.20,23,0.56,22,0.58,0.00
D,320,Diop,4.3,4.3,Fulham,4,0.07,7,0.21,7,0.23,10,0.35,8,0.24,12,0.51,10,0.24,14,0.58,15,0.30,17,0.41,0.00
D,321,J.Cuenca,4.3,4.3,Fulham,79,2.44,73,3.29,70,3.06,74,3.49,70,2.88,73,3.78,67,2.22,70,3.57,74,1.79,67,1.91,0.00
D,322,Tete,4.5,4.5,Fulham,42,1.29,58,2.62,72,3.27,72,3.64,77,3.11,68,3.83,72,2.30,74,3.79,74,1.83,71,1.85,0.00
D,323,Amissah,3.8,3.8,Fulham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,324,Iwobi,6.3,6.3,Fulham,86,3.03,82,3.41,77,3.52,75,3.65,74,3.06,73,3.79,74,2.76,71,3.92,74,1.91,72,2.38,0.00
M,325,Smith Rowe,5.6,5.6,Fulham,68,2.54,71,3.06,66,3.10,65,3.33,62,2.65,65,3.53,59,2.29,61,3.48,61,1.66,59,2.04,0.00
M,326,Adama,5.1,5.1,West Ham,17,0.84,20,1.08,19,0.89,18,0.90,21,0.98,24,1.07,21,1.20,23,1.36,21,0.85,21,1.00,0.00
M,327,Andreas,5.3,5.3,Fulham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,328,Sessegnon,5.4,5.4,Fulham,40,1.53,43,1.79,50,2.14,48,2.20,46,1.88,43,2.01,45,1.74,48,2.63,48,1.21,42,1.51,0.00
M,329,Wilson,6.0,6.0,Fulham,83,3.42,80,4.10,77,4.37,76,4.77,74,3.69,73,4.75,74,3.15,74,4.80,73,2.28,73,2.65,0.08
M,330,Berge,4.9,4.9,Fulham,87,2.65,83,2.81,80,2.78,76,2.80,69,2.36,66,2.53,63,2.00,64,2.91,59,1.25,66,2.00,0.00
M,331,Cairney,4.8,4.8,Fulham,0,0.00,9,0.45,20,1.02,28,1.43,22,1.04,17,0.97,13,0.59,15,0.99,15,0.45,15,0.62,0.00
M,332,Lukić,4.9,4.9,Fulham,0,0.00,0,0.00,0,0.00,0,0.00,24,0.96,50,2.35,57,2.04,57,3.00,60,1.46,59,1.97,0.00
M,333,Godo,4.5,4.5,Fulham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,334,Harris,4.5,4.5,Fulham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,335,King,4.4,4.4,Fulham,14,0.62,16,0.82,17,0.88,15,0.84,14,0.70,9,0.59,11,0.53,13,0.88,10,0.33,13,0.58,0.01
M,336,Reed,4.3,4.3,Fulham,4,0.27,7,0.40,7,0.38,6,0.35,3,0.22,2,0.18,3,0.22,3,0.27,3,0.11,3,0.22,0.00
F,337,Raúl,6.2,6.2,Fulham,75,3.16,72,3.72,69,4.00,66,4.25,67,3.36,65,4.44,68,3.00,65,4.38,67,2.16,68,2.59,0.01
F,338,Muniz,5.3,5.3,Fulham,22,1.15,22,1.27,27,1.63,25,1.68,26,1.42,26,1.77,28,1.38,27,1.95,30,1.02,27,1.20,0.00
G,339,Meslier,4.2,4.2,Leeds,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,340,Cairns,3.9,3.9,Leeds,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,341,Darlow,3.9,3.9,Leeds,90,2.66,86,2.63,88,2.75,84,3.40,83,2.88,85,3.04,83,2.48,84,4.11,80,2.13,83,3.57,0.01
D,342,Bogle,4.4,4.4,Leeds,90,2.28,88,2.32,82,2.35,80,3.73,79,2.81,83,3.07,83,2.15,81,4.55,82,2.10,80,4.13,0.00
D,343,Struijk,4.3,4.3,Leeds,0,0.00,33,0.98,70,2.15,81,3.76,77,2.88,77,2.95,78,2.33,80,4.52,78,2.16,81,4.07,0.00
D,344,Bijol,3.9,3.9,Leeds,70,2.14,66,2.06,59,1.93,55,2.59,55,2.15,60,2.37,60,1.87,54,3.08,58,1.68,51,2.62,0.00
D,345,Bornauw,3.8,3.8,Leeds,45,1.33,35,1.07,24,0.77,24,1.04,25,0.94,24,0.91,26,0.80,25,1.32,26,0.73,25,1.22,0.00
D,346,Byram,3.8,3.8,Leeds,4,0.18,5,0.19,7,0.25,7,0.33,11,0.43,10,0.41,7,0.23,8,0.44,6,0.20,9,0.44,0.00
D,347,Gudmundsson,3.8,3.8,Leeds,91,2.41,84,2.38,80,2.41,76,3.75,81,2.99,79,3.11,70,1.99,77,4.56,79,2.13,77,4.16,0.05
D,348,Rodon,3.9,3.9,Leeds,92,2.63,88,2.59,89,2.70,87,3.82,87,3.19,85,3.12,81,2.42,82,4.41,84,2.28,82,3.95,0.14
D,349,Schmidt,4.0,4.0,Leeds,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,350,Aaronson,5.4,5.4,Leeds,63,2.68,62,2.56,57,2.51,52,2.83,49,2.34,52,2.57,52,2.25,49,3.27,53,2.03,50,2.98,0.00
M,351,Gnonto,5.2,5.2,Leeds,6,0.40,9,0.52,7,0.43,7,0.52,9,0.52,9,0.55,9,0.52,10,0.78,10,0.47,10,0.69,0.00
M,352,Harrison,5.1,5.1,Leeds,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,353,James,5.2,5.2,Leeds,27,1.37,28,1.39,35,1.72,31,1.83,30,1.60,29,1.64,31,1.49,31,2.29,34,1.41,29,1.85,0.00
M,354,Ampadu,4.9,4.9,Leeds,90,3.26,90,3.15,86,3.08,80,3.18,74,2.82,74,2.83,65,2.35,66,3.19,79,2.42,81,3.35,0.00
M,355,Greenwood,4.9,4.9,Leeds,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,356,Gruev,4.7,4.7,Leeds,55,1.89,49,1.66,39,1.39,36,1.42,43,1.59,41,1.56,45,1.56,39,1.85,36,1.08,40,1.68,0.00
M,357,Ramazani,4.9,4.9,Leeds,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,358,Tanaka,4.8,4.8,Leeds,14,0.60,16,0.68,11,0.48,11,0.53,11,0.51,17,0.77,15,0.63,14,0.80,14,0.50,16,0.79,0.00
M,359,Crew,4.5,4.5,Leeds,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,360,Gelhardt,4.5,4.5,Leeds,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,361,Gyabi,4.5,4.5,Leeds,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,362,Piroe,4.9,4.9,Leeds,3,0.25,6,0.38,6,0.39,5,0.40,8,0.52,8,0.51,9,0.51,10,0.80,8,0.41,8,0.63,0.00
F,363,Bamford,4.9,4.9,Leeds,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,364,Mateo Joseph,5.0,5.0,Leeds,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,365,Nmecha,5.0,5.0,Leeds,23,1.24,24,1.27,23,1.27,24,1.59,24,1.40,24,1.44,26,1.37,25,2.02,28,1.27,24,1.70,0.00
G,366,A.Becker,5.4,5.4,Liverpool,95,3.94,91,3.58,85,3.65,86,3.69,85,3.52,86,3.25,84,3.54,83,4.54,82,2.23,83,2.83,0.01
G,367,Mamardashvili,4.1,4.1,Liverpool,0,0.00,6,0.24,8,0.34,10,0.41,9,0.35,10,0.37,11,0.45,12,0.64,14,0.38,11,0.38,0.00
G,368,Pécsi,3.8,3.8,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,369,Woodman,3.9,3.9,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,370,Frimpong,5.7,5.7,Liverpool,0,0.00,32,1.40,60,3.34,73,3.79,71,3.63,68,2.89,72,3.71,67,4.23,66,2.24,68,2.45,0.00
D,371,Kerkez,5.6,5.6,Liverpool,79,3.58,75,3.11,77,3.92,72,3.52,74,3.46,74,2.90,70,3.36,74,4.38,70,2.19,70,2.37,0.00
D,372,Robertson,5.7,5.7,Liverpool,24,1.10,23,0.99,23,1.20,20,0.98,21,1.00,24,1.02,23,1.13,21,1.29,22,0.70,21,0.81,0.00
D,373,Virgil,5.9,5.9,Liverpool,89,4.25,87,3.91,90,4.54,82,4.16,85,4.02,81,3.46,87,4.19,80,5.00,88,2.79,83,3.17,0.49
D,374,Konaté,5.4,5.4,Liverpool,89,4.25,82,3.69,74,3.76,76,3.86,72,3.44,73,3.09,77,3.73,75,4.67,76,2.38,73,2.76,0.00
D,375,Bradley,4.9,4.9,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,376,Gomez,4.9,4.9,Liverpool,43,2.00,48,2.05,40,1.95,37,1.78,40,1.88,35,1.40,37,1.74,38,2.27,38,1.17,38,1.39,0.00
D,377,Tsimikas,4.8,4.8,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,378,Nallo,3.7,3.7,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,2,0.07,0,0.00,2,0.04,0,0.00,0.00
D,379,R.Williams,3.7,3.7,Liverpool,0,0.00,0,0.00,1,0.04,1,0.04,2,0.05,2,0.06,1,0.04,2,0.09,2,0.04,2,0.05,0.00
D,380,Ramsay,3.8,3.8,Liverpool,12,0.53,2,0.06,2,0.08,1,0.04,2,0.07,2,0.06,2,0.07,2,0.09,1,0.03,1,0.05,0.00
M,381,M.Salah,14.0,14.0,Liverpool,86,5.50,82,5.04,74,5.93,75,5.31,76,5.59,74,4.57,72,5.19,73,6.25,69,3.21,67,3.73,0.01
M,382,Wirtz,8.4,8.4,Liverpool,85,4.68,77,4.14,76,5.06,72,4.37,74,4.61,75,3.95,66,4.04,69,5.14,68,2.71,68,3.39,0.03
M,383,Luis Díaz,8.0,8.0,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,384,Gakpo,7.3,7.3,Liverpool,70,4.16,68,3.89,65,4.65,67,4.38,61,4.04,67,3.78,60,3.95,54,4.32,53,2.26,55,2.90,0.00
M,385,Chiesa,6.3,6.3,Liverpool,22,1.44,15,0.97,15,1.17,17,1.21,21,1.51,18,1.15,16,1.14,12,1.02,11,0.48,11,0.63,0.00
M,386,Mac Allister,6.2,6.2,Liverpool,86,3.78,63,2.79,62,3.13,70,3.30,68,3.26,63,2.71,67,3.18,61,3.68,63,1.92,63,2.57,0.00
M,387,Szoboszlai,6.7,6.7,Liverpool,0,0.00,79,3.82,80,4.66,73,3.93,76,4.17,80,3.81,74,4.05,72,4.84,75,2.60,74,3.26,0.45
M,388,C.Jones,5.4,5.4,Liverpool,61,2.60,37,1.70,38,2.00,34,1.68,40,1.97,39,1.77,36,1.80,34,2.15,32,1.03,33,1.46,0.00
M,389,Elliott,5.1,5.1,Aston Villa,4,0.30,6,0.48,8,0.55,9,0.58,19,1.00,7,0.56,4,0.33,2,0.25,2,0.12,4,0.32,0.00
M,390,Gravenberch,5.5,5.5,Liverpool,89,3.54,83,3.32,79,3.47,84,3.50,79,3.35,81,3.14,76,3.21,78,4.21,81,2.18,75,2.83,0.00
M,391,Gannon-Doak,4.8,4.8,Bournemouth,0,0.00,0,0.00,6,0.35,10,0.54,12,0.69,13,0.69,14,0.63,17,1.06,15,0.73,14,0.81,0.00
M,392,Endo,4.9,4.9,Liverpool,15,0.64,8,0.34,12,0.56,10,0.43,11,0.49,12,0.51,13,0.56,12,0.67,12,0.34,15,0.60,0.00
M,393,Bajcetic,4.3,4.3,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,2,0.14,0.00
M,394,McConnell,4.4,4.4,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,395,Morton,4.5,4.5,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,396,Nyoni,4.3,4.3,Liverpool,1,0.08,0,0.00,0,0.00,0,0.00,1,0.07,1,0.07,1,0.08,2,0.18,0,0.00,1,0.07,0.00
F,397,Darwin,6.5,6.5,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,398,Danns,4.3,4.3,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,399,Ederson M.,5.3,5.3,Man City,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,400,Ortega Moreno,4.7,4.7,Nott'm Forest,94,3.93,62,2.06,31,1.04,19,0.59,21,0.79,21,0.72,22,0.78,21,1.04,26,0.76,24,0.75,0.00
G,401,Bettinelli,3.8,3.8,Man City,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,402,Aït-Nouri,5.7,5.7,Man City,35,1.93,34,1.64,33,1.64,33,1.81,38,1.97,42,0.23,35,1.56,35,3.21,36,0.79,35,1.82,0.00
D,403,Gvardiol,5.9,5.9,Man City,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,29,1.23,53,4.67,57,1.17,64,3.15,0.00
D,404,Akanji,5.4,5.4,Man City,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,405,Aké,5.3,5.3,Man City,21,0.98,15,0.65,17,0.72,20,0.94,19,0.84,17,0.08,16,0.62,14,1.18,15,0.26,13,0.55,0.00
D,406,Khusanov,5.4,5.4,Man City,16,0.71,30,1.24,33,1.41,32,1.49,28,1.22,31,0.14,28,1.06,22,1.77,23,0.41,22,0.98,0.00
D,407,Matheus N.,5.4,5.4,Man City,79,3.92,77,3.34,75,3.36,75,3.75,73,3.33,71,0.35,72,2.74,72,5.89,67,1.30,69,3.15,0.00
D,408,Rúben,5.5,5.5,Man City,65,3.05,73,3.08,67,2.97,72,3.53,68,3.04,64,0.31,63,2.45,55,4.43,54,0.98,52,2.32,0.00
D,409,Stones,5.4,5.4,Man City,2,0.10,11,0.45,12,0.50,13,0.56,18,0.74,16,0.07,15,0.59,10,0.81,12,0.20,12,0.53,0.00
D,410,Lewis,4.6,4.6,Man City,13,0.62,11,0.45,12,0.52,13,0.62,16,0.69,12,0.06,13,0.52,15,1.20,14,0.27,18,0.80,0.00
D,411,O'Reilly,4.9,4.9,Man City,69,3.63,62,2.86,66,3.17,65,3.49,61,3.00,59,0.32,59,2.42,57,4.99,55,1.15,60,2.92,0.10
D,412,Vitor Reis,5.0,5.0,Man City,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,413,Marmoush,8.3,8.3,Man City,40,3.04,30,2.22,37,2.60,38,2.95,40,3.00,35,0.28,41,2.73,38,5.10,35,1.03,39,2.74,0.00
M,414,Foden,8.2,8.2,Man City,47,2.97,40,2.45,45,2.65,42,2.76,44,2.77,40,0.26,38,2.20,40,4.48,44,1.09,39,2.36,0.01
M,415,Savinho,6.9,6.9,Man City,0,0.00,3,0.24,9,0.57,13,0.83,10,0.68,13,0.08,12,0.72,12,1.41,15,0.36,12,0.77,0.00
M,416,Bernardo,6.2,6.2,Man City,81,3.67,79,3.39,77,3.25,81,3.67,76,3.36,74,0.34,78,3.12,74,5.96,76,1.32,77,3.29,0.00
M,417,Cherki,6.5,6.5,Man City,65,4.23,59,3.68,58,3.51,59,3.97,53,3.45,52,0.35,53,3.11,53,6.10,51,1.33,55,3.37,0.01
M,418,Doku,6.4,6.4,Man City,18,1.13,47,2.63,44,2.40,39,2.36,42,2.46,42,0.26,42,2.26,40,4.23,42,0.96,40,2.24,0.00
M,419,Grealish,6.3,6.3,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,420,Gündoğan,6.3,6.3,Man City,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,421,Rodrigo,6.3,6.3,Man City,82,3.82,78,3.44,77,3.38,75,3.52,76,3.44,75,0.34,77,3.31,76,6.28,74,1.29,72,3.25,0.00
M,422,Kovačić,5.8,5.8,Man City,0,0.00,0,0.00,0,0.00,2,0.11,7,0.36,6,0.03,6,0.33,6,0.57,6,0.12,8,0.41,0.00
M,423,N.Gonzalez,5.9,5.9,Man City,28,1.23,29,1.24,28,1.19,23,1.03,29,1.28,31,0.14,31,1.31,29,2.31,31,0.52,29,1.25,0.00
M,424,Bobb,5.1,5.1,Fulham,15,0.69,20,1.02,23,1.22,18,1.02,20,0.99,17,1.02,20,0.93,20,1.35,19,0.62,21,0.90,0.00
M,425,Echeverri,5.4,5.4,Man City,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,426,McAtee,5.0,5.0,Nott'm Forest,7,0.51,10,0.54,12,0.63,12,0.55,11,0.63,14,0.75,13,0.65,17,1.27,13,0.54,20,0.96,0.00
M,427,Reijnders,5.1,5.1,Man City,37,2.19,38,2.15,42,2.25,36,2.14,40,2.30,40,0.24,40,2.06,40,4.08,40,0.89,43,2.35,0.01
M,428,Nypan,5.0,5.0,Man City,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,429,Phillips,4.7,4.7,Man City,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
F,430,Haaland,14.9,14.5,Man City,88,6.63,85,6.01,81,5.42,79,6.13,75,5.45,76,0.58,72,4.65,73,9.40,73,2.10,75,5.01,0.94
G,431,Bayindir,4.7,4.7,Man Utd,0,0.00,3,0.10,5,0.20,4,0.14,5,0.19,5,0.17,7,0.30,6,0.27,6,0.16,6,0.20,0.00
G,432,Onana,4.9,4.9,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,433,Harrison,4.0,4.0,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
G,434,Heaton,3.9,3.9,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1,0.05,0.00
G,435,Mee,3.9,3.9,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,436,De Ligt,4.9,4.9,Man Utd,0,0.00,10,0.37,45,2.03,63,2.13,65,2.51,65,2.43,70,3.22,64,2.85,66,1.93,65,2.37,0.00
D,437,Martinez,4.8,4.8,Man Utd,87,3.48,83,3.13,71,3.13,70,2.24,67,2.48,68,2.45,68,2.98,70,2.92,67,1.89,67,2.28,0.00
D,438,Mazraoui,4.9,4.9,Man Utd,20,0.91,23,1.00,22,1.11,29,1.06,30,1.29,27,1.09,30,1.46,28,1.34,25,0.79,21,0.88,0.00
D,439,D.Leon,4.2,4.2,Man Utd,0,0.00,0,0.00,0,0.00,2,0.06,2,0.07,0,0.00,2,0.09,2,0.09,0,0.00,3,0.10,0.00
D,440,Dalot,4.5,4.5,Man Utd,88,3.70,86,3.37,81,3.85,80,2.64,80,3.16,76,2.87,75,3.62,76,3.34,78,2.31,76,2.77,0.01
D,441,Dorgu,4.3,4.3,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,26,1.63,61,3.45,65,2.51,70,3.25,0.07
D,442,Maguire,4.3,4.3,Man Utd,78,3.32,77,3.11,54,2.52,47,1.68,48,1.90,45,1.74,42,1.97,44,2.06,49,1.46,47,1.75,0.01
D,443,Shaw,4.5,4.5,Man Utd,88,3.28,84,2.92,84,3.52,81,2.33,78,2.74,76,2.49,76,3.27,76,2.90,75,2.01,71,2.29,0.00
D,444,Yoro,4.1,4.1,Man Utd,11,0.42,11,0.41,5,0.23,4,0.17,3,0.16,6,0.24,5,0.24,5,0.27,5,0.15,6,0.24,0.00
D,445,Amass,4.0,4.0,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,446,Fredricson,3.8,3.8,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
D,447,Heaven,3.8,3.8,Man Utd,11,0.41,13,0.47,6,0.27,5,0.19,6,0.26,5,0.20,8,0.32,6,0.29,6,0.18,8,0.28,0.00
D,448,Malacia,3.8,3.8,Man Utd,0,0.00,3,0.10,3,0.13,5,0.16,5,0.20,6,0.23,8,0.34,4,0.18,4,0.10,3,0.12,0.00
M,449,B.Fernandes,9.8,9.6,Man Utd,91,6.43,89,5.40,89,6.56,85,4.94,86,5.52,84,5.38,83,6.21,85,6.47,85,4.19,83,5.17,0.99
M,450,Cunha,8.1,8.0,Man Utd,72,4.73,72,4.03,72,4.90,69,3.72,67,4.02,68,4.02,62,4.39,58,4.18,58,2.63,59,3.48,0.02
M,451,Rashford,7.0,7.0,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,452,Amad,6.2,6.2,Man Utd,81,4.33,80,3.83,73,4.14,72,3.34,69,3.50,75,3.71,73,4.14,68,4.15,67,2.52,72,3.56,0.01
M,453,Garnacho,6.4,6.4,Chelsea,37,2.43,42,3.01,41,1.77,35,1.82,40,2.34,42,2.25,40,2.13,39,3.15,39,1.31,40,2.53,0.00
M,454,Antony,5.9,5.9,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00
M,455,Mount,5.9,5.9,Man Utd,0,0.00,5,0.30,29,1.67,36,1.74,32,1.70,33,1.73,26,1.57,23,1.54,24,0.97,22,1.21,0.00
M,456,Sancho,5.8,5.8,Aston Villa,72,3.68,69,3.69,65,3.37,65,3.17,0,0.00,58,3.38,45,2.24,38,2.87,33,1.08,38,2.12,0.00
M,457,Casemiro,5.6,5.6,Man Utd,84,4.21,80,3.76,78,3.96,78,3.52,77,3.64,76,3.63,71,3.70,75,4.43,70,2.45,74,3.46,0.00
